,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,date,week_day,day,month
135076,166735338,07/05/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553500,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-07-05,2,5,7
135523,166724917,07/04/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102A,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-07-04,1,4,7
135700,166724312,07/04/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,K,90,0.0,25-44,M,BLACK HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-07-04,1,4,7
135736,166724916,07/04/2017,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,K,90,0.0,18-24,M,BLACK,1001438.0,194908.0,40.70164572700002,-73.93801220099994,2017-07-04,1,4,7
136002,166716750,07/04/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,K,90,0.0,25-44,M,WHITE HISPANIC,999834.0,198282.0,40.710909532000066,-73.94378928499998,2017-07-04,1,4,7
136015,166724921,07/04/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102A,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-07-04,1,4,7
136040,166725131,07/04/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102A,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-07-04,1,4,7
136169,166679102,07/03/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,0.0,18-24,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-07-03,0,3,7
136170,166679105,07/03/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,0.0,18-24,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-07-03,0,3,7
136452,166679101,07/03/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,0.0,18-24,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-07-03,0,3,7
137136,166641899,07/02/2017,461.0,UNAUTHORIZED USE VEHICLE 2,126.0,MISCELLANEOUS PENAL LAW,PL 1650600,F,K,90,0.0,18-24,M,BLACK HISPANIC,994033.0,198704.0,40.712076136000064,-73.96471312599994,2017-07-02,6,2,7
137149,166638444,07/02/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,25-44,M,WHITE HISPANIC,993506.0,198316.0,40.711011736000046,-73.96661460499998,2017-07-02,6,2,7
137377,166616059,07/01/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450500,F,K,90,0.0,45-64,M,BLACK,1000351.0,194575.0,40.700733765000045,-73.94193330699994,2017-07-01,5,1,7
138010,166679084,07/01/2017,772.0,COMPUTER TAMPER/TRESSPASS,112.0,THEFT-FRAUD,PL 1561001,F,K,90,0.0,<18,F,BLACK HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-07-01,5,1,7
138068,166626031,07/01/2017,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,K,94,0.0,25-44,F,BLACK,997145.0,206387.0,40.73316012600003,-73.95347309399993,2017-07-01,5,1,7
138143,166599521,06/30/2017,198.0,CRIMINAL CONTEMPT 1,126.0,MISCELLANEOUS PENAL LAW,PL 21551B2,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-30,4,30,6
138410,166595060,06/30/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,25-44,M,WHITE HISPANIC,1000919.0,195652.0,40.70368882600008,-73.93988215399997,2017-06-30,4,30,6
138722,166612299,06/30/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102A,F,K,90,0.0,45-64,M,BLACK,1002124.0,200503.0,40.717001316000044,-73.93552326199995,2017-06-30,4,30,6
138786,166595063,06/30/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,18-24,F,BLACK,1000919.0,195652.0,40.70368882600008,-73.93988215399997,2017-06-30,4,30,6
139145,166560783,06/29/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553500,F,K,90,0.0,25-44,F,BLACK HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-29,3,29,6
139254,166581351,06/29/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,90,0.0,25-44,M,BLACK HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-29,3,29,6
139418,166548398,06/29/2017,117.0,RECKLESS ENDANGERMENT 1,126.0,MISCELLANEOUS PENAL LAW,PL 1202500,F,K,94,0.0,18-24,M,WHITE HISPANIC,997049.0,202601.0,40.72276861900008,-73.95382668699995,2017-06-29,3,29,6
139472,166580071,06/29/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102A,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-29,3,29,6
139672,166510316,06/28/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1701004,F,K,90,1.0,25-44,M,BLACK,995921.0,197378.0,40.70843429200004,-73.95790520999998,2017-06-28,2,28,6
139695,166538634,06/28/2017,510.0,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",117.0,DANGEROUS DRUGS,PL 2200601,F,K,94,0.0,25-44,M,WHITE HISPANIC,1000295.0,200072.0,40.71582183000004,-73.94212217199998,2017-06-28,2,28,6
139707,166536811,06/28/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,0.0,25-44,M,WHITE,993594.0,197874.0,40.70979845800008,-73.96629779799997,2017-06-28,2,28,6
139780,166530405,06/28/2017,760.0,"BRIBERY,PUBLIC ADMINISTRATION",126.0,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,94,0.0,25-44,M,WHITE,1000267.0,200725.0,40.71761420900003,-73.94222162299997,2017-06-28,2,28,6
140050,166519099,06/28/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,90,0.0,25-44,M,WHITE HISPANIC,997670.0,197745.0,40.70943914000002,-73.95159599499993,2017-06-28,2,28,6
140085,166538629,06/28/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1702500,F,K,90,1.0,18-24,M,WHITE HISPANIC,995921.0,197378.0,40.70843429200004,-73.95790520999998,2017-06-28,2,28,6
140591,166496122,06/27/2017,724.0,"FORGERY-ILLEGAL POSSESSION,VEHICLE IDENT. NU",126.0,MISCELLANEOUS PENAL LAW,PL 1706502,F,K,94,0.0,25-44,M,WHITE HISPANIC,1000641.0,201921.0,40.72089625700004,-73.94086954199997,2017-06-27,1,27,6
140687,166465092,06/27/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1554001,F,K,94,0.0,25-44,F,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-06-27,1,27,6
141139,166472965,06/27/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601001,F,K,94,0.0,25-44,M,BLACK,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-06-27,1,27,6
141254,166488893,06/27/2017,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650203,F,K,90,0.0,<18,M,BLACK,995261.0,198569.0,40.71170415000006,-73.96028382199995,2017-06-27,1,27,6
141653,166455073,06/26/2017,139.0,"MURDER,UNCLASSIFIED",101.0,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,90,0.0,18-24,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-26,0,26,6
141940,166429309,06/26/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,K,94,0.0,45-64,M,WHITE,1000710.0,200018.0,40.71567285100008,-73.94062527199995,2017-06-26,0,26,6
142314,166424275,06/25/2017,515.0,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,PL 2203901,F,K,90,0.0,25-44,F,WHITE HISPANIC,1000194.0,195423.0,40.70306161000008,-73.94249751899997,2017-06-25,6,25,6
142390,166406139,06/25/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450500,F,K,94,0.0,45-64,M,WHITE HISPANIC,998501.0,200506.0,40.71701612800007,-73.94859276499993,2017-06-25,6,25,6
142764,166400133,06/24/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,0.0,45-64,M,WHITE,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-24,5,24,6
143161,166396233,06/24/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1702500,F,K,94,0.0,25-44,M,WHITE HISPANIC,997925.0,204873.0,40.729003396000046,-73.95066173899994,2017-06-24,5,24,6
143248,166382263,06/23/2017,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110E2,F,K,90,2.0,45-64,M,WHITE HISPANIC,1000847.0,197758.0,40.70946943300004,-73.94013664299997,2017-06-23,4,23,6
143264,166379631,06/23/2017,419.0,"LARCENY,GRAND FROM PERSON,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553005,F,K,90,0.0,18-24,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-23,4,23,6
143312,166378124,06/23/2017,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110E2,F,K,90,0.0,18-24,M,WHITE HISPANIC,998285.0,199434.0,40.71407409000005,-73.94937419199994,2017-06-23,4,23,6
143315,166373534,06/23/2017,792.0,WEAPONS POSSESSION 1 & 2,118.0,DANGEROUS WEAPONS,PL 265031B,F,K,90,0.0,18-24,M,BLACK,1000300.0,198340.0,40.711067895000035,-73.94210826499993,2017-06-23,4,23,6
143397,166375380,06/23/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1451000,F,K,94,1.0,25-44,M,WHITE,995653.0,200055.0,40.71578237000005,-73.95886732699995,2017-06-23,4,23,6
143571,166375382,06/23/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,94,0.0,18-24,M,BLACK HISPANIC,998907.0,200821.0,40.71788006400004,-73.94712748599994,2017-06-23,4,23,6
143693,166363715,06/23/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,90,0.0,18-24,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-23,4,23,6
143981,166313044,06/22/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,18-24,M,BLACK,1000273.0,194683.0,40.701030342000024,-73.94221435599997,2017-06-22,3,22,6
144341,166340864,06/22/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1702500,F,K,90,1.0,45-64,M,BLACK HISPANIC,1000351.0,194575.0,40.700733765000045,-73.94193330699994,2017-06-22,3,22,6
144713,166313048,06/22/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,18-24,M,BLACK HISPANIC,1000273.0,194683.0,40.701030342000024,-73.94221435599997,2017-06-22,3,22,6
144784,166321121,06/22/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601001,F,K,90,0.0,18-24,F,BLACK HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-22,3,22,6
144820,166313049,06/22/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,18-24,F,BLACK,1000273.0,194683.0,40.701030342000024,-73.94221435599997,2017-06-22,3,22,6
144821,166313751,06/22/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,18-24,F,BLACK,1000273.0,194683.0,40.701030342000024,-73.94221435599997,2017-06-22,3,22,6
145114,166301728,06/21/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1702500,F,K,90,1.0,18-24,M,WHITE HISPANIC,1000351.0,194575.0,40.700733765000045,-73.94193330699994,2017-06-21,2,21,6
145116,166286526,06/21/2017,792.0,WEAPONS POSSESSION 1 & 2,118.0,DANGEROUS WEAPONS,PL 265031B,F,K,90,0.0,25-44,M,WHITE HISPANIC,994735.0,198544.0,40.71163617000008,-73.96218118699994,2017-06-21,2,21,6
145319,166291337,06/21/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-21,2,21,6
145514,166275464,06/21/2017,501.0,"CONTROLLED SUBSTANCE,POSSESS. 2",117.0,DANGEROUS DRUGS,PL 2201801,F,K,90,0.0,25-44,M,WHITE HISPANIC,995267.0,198284.0,40.710921886000044,-73.96026264499993,2017-06-21,2,21,6
145575,166301721,06/21/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,45-64,M,WHITE HISPANIC,1000351.0,194575.0,40.700733765000045,-73.94193330699994,2017-06-21,2,21,6
145784,166299804,06/21/2017,515.0,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,PL 2203901,F,K,90,0.0,45-64,M,WHITE HISPANIC,1000670.0,195485.0,40.703230916000045,-73.94078061799998,2017-06-21,2,21,6
145803,166305044,06/21/2017,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110E2,F,K,90,0.0,18-24,M,WHITE HISPANIC,1002997.0,199479.0,40.71418887500005,-73.93237687899993,2017-06-21,2,21,6
145903,166307068,06/21/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601001,F,K,90,0.0,18-24,M,BLACK,1002371.0,195221.0,40.70250297800004,-73.93464645599995,2017-06-21,2,21,6
145939,166258942,06/20/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,25-44,M,WHITE HISPANIC,999792.0,196685.0,40.706526219000075,-73.94394446599993,2017-06-20,1,20,6
145967,166258926,06/20/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102B,F,K,90,0.0,18-24,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-20,1,20,6
146023,166235413,06/20/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,K,90,2.0,<18,F,BLACK,994403.0,196048.0,40.70478562700004,-73.96338250199994,2017-06-20,1,20,6
146069,166258938,06/20/2017,515.0,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,PL 2203901,F,K,90,0.0,25-44,M,WHITE HISPANIC,999792.0,196685.0,40.706526219000075,-73.94394446599993,2017-06-20,1,20,6
146130,166263511,06/20/2017,510.0,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",117.0,DANGEROUS DRUGS,PL 2200601,F,K,94,0.0,45-64,M,BLACK,1000117.0,199789.0,40.715045385000046,-73.94276493999998,2017-06-20,1,20,6
146184,166261095,06/20/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,K,90,0.0,25-44,M,WHITE,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-20,1,20,6
146320,166241654,06/20/2017,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,K,90,2.0,45-64,M,BLACK,994403.0,196048.0,40.70478562700004,-73.96338250199994,2017-06-20,1,20,6
146378,166237456,06/20/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1701004,F,K,90,1.0,18-24,M,WHITE HISPANIC,1000351.0,194575.0,40.700733765000045,-73.94193330699994,2017-06-20,1,20,6
146975,166204822,06/19/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102A,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-19,0,19,6
147240,166204829,06/19/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,90,0.0,25-44,M,ASIAN / PACIFIC ISLANDER,998819.0,195726.0,40.703895645000046,-73.94745596299998,2017-06-19,0,19,6
147474,166166971,06/18/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,90,0.0,45-64,M,BLACK,998647.0,198407.0,40.711254637000025,-73.94807057699995,2017-06-18,6,18,6
148047,166156291,06/17/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,90,0.0,45-64,M,WHITE HISPANIC,1000561.0,194639.0,40.70090904500006,-73.94117579,2017-06-17,5,17,6
148136,166166629,06/17/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,K,90,0.0,45-64,M,BLACK,1000258.0,194907.0,40.70164519600007,-73.94226792099995,2017-06-17,5,17,6
148650,166115128,06/16/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,K,90,2.0,<18,F,BLACK,1000829.0,195754.0,40.703968961000044,-73.94020650199997,2017-06-16,4,16,6
149097,166115121,06/16/2017,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,K,94,0.0,25-44,M,WHITE,996450.0,201758.0,40.72045563300003,-73.95598921799996,2017-06-16,4,16,6
149271,166145916,06/16/2017,106.0,"ASSAULT 2,1,PEACE OFFICER",106.0,FELONY ASSAULT,PL 12005A3,F,K,90,0.0,25-44,M,WHITE,995080.0,198123.0,40.71048021000007,-73.96093742099998,2017-06-16,4,16,6
149385,166114930,06/16/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,94,0.0,25-44,F,WHITE HISPANIC,996450.0,201758.0,40.72045563300003,-73.95598921799996,2017-06-16,4,16,6
149672,166103741,06/15/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450500,F,K,94,0.0,45-64,M,BLACK,995387.0,200093.0,40.715887010000074,-73.95982680799993,2017-06-15,3,15,6
149701,166109937,06/15/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-15,3,15,6
149922,166082628,06/15/2017,198.0,CRIMINAL CONTEMPT 1,126.0,MISCELLANEOUS PENAL LAW,PL 21551B5,F,K,90,0.0,45-64,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-15,3,15,6
150396,166074822,06/15/2017,153.0,RAPE 3,104.0,RAPE,PL 1302503,F,K,94,0.0,25-44,M,WHITE,997313.0,204100.0,40.72688262400004,-73.95287134799997,2017-06-15,3,15,6
150434,166089576,06/15/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,94,0.0,45-64,F,WHITE HISPANIC,1000940.0,201183.0,40.71887006600008,-73.93979270399994,2017-06-15,3,15,6
150516,166041034,06/14/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,25-44,M,WHITE HISPANIC,994847.0,197385.0,40.70845485700005,-73.96177901799997,2017-06-14,2,14,6
150537,166065917,06/14/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,94,0.0,25-44,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-06-14,2,14,6
150558,166048408,06/14/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,2.0,25-44,M,BLACK,995045.0,197201.0,40.70794958100004,-73.96106514499998,2017-06-14,2,14,6
150617,166064392,06/14/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-14,2,14,6
150851,166067570,06/14/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,94,0.0,25-44,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-06-14,2,14,6
150857,166065918,06/14/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,94,0.0,25-44,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-06-14,2,14,6
150871,166065913,06/14/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,94,0.0,25-44,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-06-14,2,14,6
150881,166059068,06/14/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,K,90,0.0,25-44,M,BLACK HISPANIC,999149.0,196352.0,40.705613318000076,-73.94626437899994,2017-06-14,2,14,6
150930,166067573,06/14/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,94,0.0,25-44,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-06-14,2,14,6
150992,166067568,06/14/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,94,0.0,25-44,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-06-14,2,14,6
150998,166065916,06/14/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,94,0.0,25-44,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-06-14,2,14,6
151016,166069167,06/14/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,94,0.0,25-44,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-06-14,2,14,6
151270,166064393,06/14/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,94,0.0,25-44,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-06-14,2,14,6
151416,166019851,06/13/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102A,F,K,94,0.0,25-44,F,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-06-13,1,13,6
151548,166026991,06/13/2017,570.0,"MARIJUANA, SALE 1, 2 & 3",117.0,DANGEROUS DRUGS,PL 2215000,F,K,90,2.0,45-64,M,BLACK,1000067.0,198311.0,40.71098871600003,-73.94294877599998,2017-06-13,1,13,6
151557,166026987,06/13/2017,570.0,"MARIJUANA, SALE 1, 2 & 3",117.0,DANGEROUS DRUGS,PL 2215000,F,K,90,2.0,25-44,M,BLACK,1000067.0,198311.0,40.71098871600003,-73.94294877599998,2017-06-13,1,13,6
151767,166027318,06/13/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,25-44,M,WHITE HISPANIC,1000161.0,195682.0,40.703772564000076,-73.94261592499998,2017-06-13,1,13,6
151852,166028244,06/13/2017,515.0,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,PL 2203901,F,K,90,0.0,25-44,F,WHITE HISPANIC,1000161.0,195682.0,40.703772564000076,-73.94261592499998,2017-06-13,1,13,6
151900,166009814,06/13/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,90,2.0,25-44,M,BLACK,995045.0,197201.0,40.70794958100004,-73.96106514499998,2017-06-13,1,13,6
151931,166016002,06/13/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,94,0.0,25-44,M,WHITE HISPANIC,996830.0,206085.0,40.73233166400007,-73.95461025699996,2017-06-13,1,13,6
151992,166009800,06/13/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450500,F,K,90,0.0,25-44,F,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-06-13,1,13,6
